year,county_code,district_code,school_code,county_name,district_name,school_name,NSLP,charter_school_number,charter_type,grade_low,grade_high,enrollment_k_12,free_meal_count_unadjusted,free_meal_count_adjusted,free_meal_count_adjusted_percent,frpm_count_unadjusted,frpm_count_adjusted,frpm_count_adjusted_percent,
2013-14,43,69468,0000001,Santa Clara,Fremont Union High,"Nonpublic, Nonsectarian Schools",N,,,,,22,1,1,4.5%,1,1,4.5%,
2013-14,43,69468,4330569,Santa Clara,Fremont Union High,Community Day,N,,,9,12,11,5,5,45.5%,7,7,63.6%,
2013-14,43,69468,4331799,Santa Clara,Fremont Union High,Cupertino High,N,,,9,12,"2,079",163,166,8.0%,209,210,10.1%,
2013-14,43,69468,4332474,Santa Clara,Fremont Union High,Fremont High,N,,,9,12,"2,004",684,685,34.2%,860,861,43.0%,
2013-14,43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,N,,,9,12,"2,382",319,322,13.5%,390,392,16.5%,
2013-14,43,69468,4334421,Santa Clara,Fremont Union High,Lynbrook High,N,,,9,12,"1,861",75,79,4.2%,99,103,5.5%,
2013-14,43,69468,4334462,Santa Clara,Fremont Union High,Monta Vista High,N,,,9,12,"2,351",27,30,1.3%,41,44,1.9%,
2013-14,43,69484,0000001,Santa Clara,Gilroy Unified,"Nonpublic, Nonsectarian Schools",N,,,,,8,0,0,0.0%,0,0,0.0%,
2013-14,43,69484,0100990,Santa Clara,Gilroy Unified,Solorsano Middle,N,,,6,8,859,398,402,46.8%,446,450,52.4%,
2013-14,43,69484,0114496,Santa Clara,Gilroy Unified,Dr. T. J. Owens Gilroy Early College Academy,N,,,9,12,236,58,58,24.6%,77,77,32.6%,
2013-14,43,69484,0118380,Santa Clara,Gilroy Unified,Christopher High,N,,,9,12,"1,775",492,501,28.2%,572,581,32.7%,
2013-14,43,69484,0123760,Santa Clara,Gilroy Unified,Gilroy Prep,N,1278,Directly funded,K,8,310,145,151,48.7%,180,184,59.4%,
2013-14,43,69484,4332839,Santa Clara,Gilroy Unified,Gilroy High,N,,,9,12,"1,433",680,687,47.9%,805,812,56.7%,
2013-14,43,69484,4334850,Santa Clara,Gilroy Unified,Mt. Madonna High,N,,,9,12,264,124,126,47.7%,134,136,51.5%,
2013-14,43,69484,6047286,Santa Clara,Gilroy Unified,Luigi Aprea Elementary,N,,,K,5,709,101,103,14.5%,126,128,18.1%,
2013-14,43,69484,6047294,Santa Clara,Gilroy Unified,El Roble Elementary,N,,,K,5,624,327,333,53.4%,376,380,60.9%,
2013-14,43,69484,6047302,Santa Clara,Gilroy Unified,Eliot Elementary,N,,,K,5,520,374,377,72.5%,424,426,81.9%,
2013-14,43,69484,6047310,Santa Clara,Gilroy Unified,Glen View Elementary,N,,,K,5,632,450,456,72.2%,502,508,80.4%,
2013-14,43,69484,6047328,Santa Clara,Gilroy Unified,Las Animas Elementary,N,,,K,5,724,267,270,37.3%,313,315,43.5%,
2013-14,43,69484,6047336,Santa Clara,Gilroy Unified,Rucker Elementary,N,,,K,5,520,256,265,51.0%,289,296,56.9%,
2013-14,43,69484,6098214,Santa Clara,Gilroy Unified,South Valley Middle,N,,,6,8,790,464,469,59.4%,541,546,69.1%,
2013-14,43,69484,6106991,Santa Clara,Gilroy Unified,Rod Kelley Elementary,N,,,K,5,790,347,364,46.1%,429,445,56.3%,
2013-14,43,69484,6111785,Santa Clara,Gilroy Unified,Brownell Middle,N,,,6,8,950,363,364,38.3%,419,420,44.2%,
2013-14,43,69484,6116461,Santa Clara,Gilroy Unified,Antonio Del Buono Elementary,N,,,K,5,642,390,404,62.9%,448,461,71.8%,
2013-14,43,69492,6047351,Santa Clara,Lakeside Joint,Lakeside Elementary,N,,,K,5,87,1,2,2.3%,5,6,6.9%,
2013-14,43,69500,6047369,Santa Clara,Loma Prieta Joint Union Elementary,Loma Prieta Elementary,N,,,K,5,302,7,7,2.3%,8,8,2.6%,
2013-14,43,69500,6093058,Santa Clara,Loma Prieta Joint Union Elementary,C. T. English Middle,N,,,6,8,191,7,7,3.7%,8,8,4.2%,
2013-14,43,69518,0000001,Santa Clara,Los Altos Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,9,0,0,0.0%,0,0,0.0%,
2013-14,43,69518,6047377,Santa Clara,Los Altos Elementary,Almond Elementary,N,,,K,6,510,48,48,9.4%,58,58,11.4%,
2013-14,43,69518,6047385,Santa Clara,Los Altos Elementary,Ardis G. Egan Junior High ,N,,,7,8,560,34,34,6.1%,39,39,7.0%,
2013-14,43,69518,6047401,Santa Clara,Los Altos Elementary,Covington Elementary,N,,,K,6,512,8,8,1.6%,9,9,1.8%,
2013-14,43,69518,6047427,Santa Clara,Los Altos Elementary,Gardner Bullis Elementary,N,,,K,6,318,5,5,1.6%,5,5,1.6%,
2013-14,43,69518,6047435,Santa Clara,Los Altos Elementary,Georgina P. Blach Junior High,N,,,7,8,512,15,15,2.9%,17,17,3.3%,
2013-14,43,69518,6047450,Santa Clara,Los Altos Elementary,Loyola Elementary,N,,,K,6,542,2,2,0.4%,4,4,0.7%,
2013-14,43,69518,6047468,Santa Clara,Los Altos Elementary,Oak Avenue Elementary,N,,,K,6,506,6,6,1.2%,8,8,1.6%,
2013-14,43,69518,6047492,Santa Clara,Los Altos Elementary,Santa Rita Elementary,N,,,K,6,559,63,63,11.3%,72,72,12.9%,
2013-14,43,69518,6047500,Santa Clara,Los Altos Elementary,Springer Elementary,N,,,K,6,522,9,9,1.7%,11,11,2.1%,
2013-14,43,69526,6047518,Santa Clara,Los Gatos Union Elementary,Blossom Hill Elementary,N,,,K,5,674,14,17,2.5%,15,18,2.7%,
2013-14,43,69526,6047526,Santa Clara,Los Gatos Union Elementary,Daves Avenue Elementary,N,,,K,5,583,16,16,2.7%,20,20,3.4%,
2013-14,43,69526,6047534,Santa Clara,Los Gatos Union Elementary,Lexington Elementary,N,,,K,5,151,6,6,4.0%,6,6,4.0%,
2013-14,43,69526,6047542,Santa Clara,Los Gatos Union Elementary,Louise Van Meter Elementary,N,,,K,5,657,27,28,4.3%,31,32,4.9%,
2013-14,43,69526,6047567,Santa Clara,Los Gatos Union Elementary,Raymond J. Fisher Middle,N,,,6,8,"1,196",34,36,3.0%,45,47,3.9%,
2013-14,43,69534,0000001,Santa Clara,Los Gatos-Saratoga Joint Union High,"Nonpublic, Nonsectarian Schools",N,,,,,5,0,0,0.0%,0,0,0.0%,
2013-14,43,69534,4334371,Santa Clara,Los Gatos-Saratoga Joint Union High,Los Gatos High,N,,,9,12,"1,828",38,39,2.1%,41,42,2.3%,
2013-14,43,69534,4337762,Santa Clara,Los Gatos-Saratoga Joint Union High,Saratoga High,N,,,9,12,"1,428",8,8,0.6%,8,8,0.6%,
2013-14,43,69542,6047575,Santa Clara,Luther Burbank,Luther Burbank Elementary,N,,,K,8,566,449,455,80.4%,524,526,92.9%,
2013-14,43,69575,0000001,Santa Clara,Moreland,"Nonpublic, Nonsectarian Schools",N,,,,,5,0,0,0.0%,0,0,0.0%,
2013-14,43,69575,6047740,Santa Clara,Moreland,Country Lane Elementary,N,,,K,5,751,82,83,11.1%,114,115,15.3%,
2013-14,43,69575,6047765,Santa Clara,Moreland,Easterbrook Discovery,N,,,K,8,992,181,182,18.3%,241,241,24.3%,
2013-14,43,69575,6047781,Santa Clara,Moreland,Moreland Middle,N,,,6,8,"1,020",323,328,32.2%,405,410,40.2%,
2013-14,43,69575,6047799,Santa Clara,Moreland,George C. Payne Elementary,N,,,K,5,622,201,201,32.3%,243,243,39.1%,
2013-14,43,69575,6047807,Santa Clara,Moreland,Gussie M. Baker Elementary,N,,,K,5,751,89,91,12.1%,118,120,16.0%,
2013-14,43,69575,6047831,Santa Clara,Moreland,Leroy Anderson Elementary,N,,,K,5,529,407,407,76.9%,465,465,87.9%,
2013-14,43,69583,0102368,Santa Clara,Morgan Hill Unified,Ann Sobrato High,N,,,9,12,"1,425",344,347,24.4%,418,421,29.5%,
2013-14,43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,N,,,9,12,"1,117",308,308,27.6%,359,359,32.1%,
2013-14,43,69583,4334488,Santa Clara,Morgan Hill Unified,Central High (Continuation),N,,,10,12,136,71,71,52.2%,77,77,56.6%,
2013-14,43,69583,6047914,Santa Clara,Morgan Hill Unified,Nordstrom Elementary,N,,,K,6,685,99,99,14.5%,119,119,17.4%,
2013-14,43,69583,6047922,Santa Clara,Morgan Hill Unified,P. A. Walsh Elementary,N,,,K,6,580,417,418,72.1%,471,471,81.2%,
2013-14,43,69583,6047948,Santa Clara,Morgan Hill Unified,San Martin/Gwinn Elementary,N,,,K,6,502,307,307,61.2%,343,343,68.3%,
2013-14,43,69583,6095384,Santa Clara,Morgan Hill Unified,Lewis H. Britton Middle,N,,,7,8,648,254,255,39.4%,290,291,44.9%,
2013-14,43,69583,6095392,Santa Clara,Morgan Hill Unified,Los Paseos Elementary,N,,,K,6,594,174,175,29.5%,203,203,34.2%,
2013-14,43,69583,6098263,Santa Clara,Morgan Hill Unified,Jackson Academy of Music and Math (JAMM),N,,,K,8,593,197,197,33.2%,229,229,38.6%,
2013-14,43,69583,6098271,Santa Clara,Morgan Hill Unified,Paradise Valley/Machado Elementary,N,,,K,6,696,129,131,18.8%,148,150,21.6%,
2013-14,43,69583,6100325,Santa Clara,Morgan Hill Unified,Martin Murphy Middle,N,,,7,8,510,181,181,35.5%,210,210,41.2%,
2013-14,43,69583,6109375,Santa Clara,Morgan Hill Unified,El Toro Elementary,N,,,K,6,450,175,176,39.1%,216,217,48.2%,
2013-14,43,69583,6118376,Santa Clara,Morgan Hill Unified,Barrett Elementary,N,,,K,6,606,288,291,48.0%,333,336,55.4%,
2013-14,43,69583,6118541,Santa Clara,Morgan Hill Unified,Charter School of Morgan Hill,N,0363,Directly funded,K,8,588,16,16,2.7%,24,24,4.1%,
2013-14,43,69591,0000001,Santa Clara,Mountain View Whisman ,"Nonpublic, Nonsectarian Schools",N,,,,,4,0,0,0.0%,0,0,0.0%,
2013-14,43,69591,0121830,Santa Clara,Mountain View Whisman ,Independent Study Program,N,,,K,8,13,0,0,0.0%,0,0,0.0%,
2013-14,43,69591,0121913,Santa Clara,Mountain View Whisman ,MVWSD Home & Hospital,N,,,K,8,1,0,0,0.0%,0,0,0.0%,
2013-14,43,69591,6047955,Santa Clara,Mountain View Whisman ,Benjamin Bubb Elementary,N,,,K,5,537,122,122,22.7%,143,143,26.6%,
2013-14,43,69591,6047963,Santa Clara,Mountain View Whisman ,Edith Landels Elementary,N,,,K,5,527,167,169,32.1%,210,212,40.2%,
2013-14,43,69591,6047971,Santa Clara,Mountain View Whisman ,Frank L. Huff Elementary,N,,,K,5,579,43,43,7.4%,55,55,9.5%,
2013-14,43,69591,6047989,Santa Clara,Mountain View Whisman ,Isaac Newton Graham Middle,N,,,6,8,807,262,262,32.5%,298,298,36.9%,
2013-14,43,69591,6048003,Santa Clara,Mountain View Whisman ,Mariano Castro Elementary,N,,,K,5,675,377,378,56.0%,406,406,60.1%,
2013-14,43,69591,6049464,Santa Clara,Mountain View Whisman ,Stevenson Elementary,N,,,K,5,357,32,34,9.5%,37,39,10.9%,
2013-14,43,69591,6049472,Santa Clara,Mountain View Whisman ,Crittenden Middle,N,,,6,8,596,300,300,50.3%,366,366,61.4%,
2013-14,43,69591,6049480,Santa Clara,Mountain View Whisman ,Monta Loma Elementary,N,,,K,5,485,202,203,41.9%,256,257,53.0%,
2013-14,43,69591,6049514,Santa Clara,Mountain View Whisman ,Theuerkauf Elementary,N,,,K,5,471,285,287,60.9%,340,342,72.6%,
2013-14,43,69609,0000001,Santa Clara,Mountain View-Los Altos Union High,"Nonpublic, Nonsectarian Schools",N,,,,,10,0,0,0.0%,0,0,0.0%,
2013-14,43,69609,4334116,Santa Clara,Mountain View-Los Altos Union High,Los Altos High,N,,,9,12,"1,782",280,281,15.8%,331,332,18.6%,
2013-14,43,69609,4334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,N,,,9,12,"1,838",260,260,14.1%,308,308,16.8%,
2013-14,43,69609,4334736,Santa Clara,Mountain View-Los Altos Union High,Alta Vista High,N,,,9,12,123,66,66,53.7%,75,75,61.0%,
2013-14,43,69617,6048037,Santa Clara,Mt. Pleasant Elementary,August Boeger Middle,N,,,6,8,599,360,363,60.6%,424,427,71.3%,
2013-14,43,69617,6048045,Santa Clara,Mt. Pleasant Elementary,Ida Jew Academies,N,1243,Locally funded,K,8,601,270,270,44.9%,347,347,57.7%,
2013-14,43,69617,6048060,Santa Clara,Mt. Pleasant Elementary,Mt. Pleasant Elementary,N,,,K,5,354,250,255,72.0%,277,281,79.4%,
2013-14,43,69617,6048078,Santa Clara,Mt. Pleasant Elementary,Robert Sanders Elementary,N,,,K,5,465,324,325,69.9%,357,358,77.0%,
2013-14,43,69617,6067227,Santa Clara,Mt. Pleasant Elementary,Valle Vista Elementary,N,,,K,5,468,198,199,42.5%,236,237,50.6%,
2013-14,43,69625,0000000,Santa Clara,Oak Grove Elementary,District Office,N,,,K,8,2,0,0,0.0%,0,0,0.0%,
2013-14,43,69625,0000001,Santa Clara,Oak Grove Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,21,3,3,14.3%,3,3,14.3%,
2013-14,43,69625,6048086,Santa Clara,Oak Grove Elementary,Anderson (Alex) Elementary,N,,,K,6,490,190,190,38.8%,242,242,49.4%,
2013-14,43,69625,6048094,Santa Clara,Oak Grove Elementary,Davis (Caroline) Intermediate,N,,,7,8,700,331,332,47.4%,420,421,60.1%,
2013-14,43,69625,6048102,Santa Clara,Oak Grove Elementary,Christopher Elementary,N,,,K,8,519,335,335,64.5%,400,400,77.1%,
2013-14,43,69625,6048110,Santa Clara,Oak Grove Elementary,Frost (Earl) Elementary,N,,,K,8,671,140,142,21.2%,178,180,26.8%,
2013-14,43,69625,6048128,Santa Clara,Oak Grove Elementary,Edenvale Elementary,N,,,K,6,580,434,437,75.3%,505,508,87.6%,
2013-14,43,69625,6048136,Santa Clara,Oak Grove Elementary,Miner (George) Elementary,N,,,K,6,480,272,277,57.7%,351,354,73.8%,
2013-14,43,69625,6048144,Santa Clara,Oak Grove Elementary,Glider Elementary,N,,,K,6,664,186,188,28.3%,237,239,36.0%,
2013-14,43,69625,6048177,Santa Clara,Oak Grove Elementary,Stipe (Samuel) Elementary,N,,,K,6,385,257,257,66.8%,298,298,77.4%,
2013-14,43,69625,6067243,Santa Clara,Oak Grove Elementary,Santa Teresa Elementary,N,,,K,6,634,172,177,27.9%,227,231,36.4%,
2013-14,43,69625,6068167,Santa Clara,Oak Grove Elementary,Herman (Leonard) Intermediate,N,,,5,8,867,248,250,28.8%,332,333,38.4%,
2013-14,43,69625,6072144,Santa Clara,Oak Grove Elementary,Sakamoto Elementary,N,,,K,6,589,75,76,12.9%,96,97,16.5%,
2013-14,43,69625,6072151,Santa Clara,Oak Grove Elementary,Del Roble Elementary,N,,,K,6,515,217,222,43.1%,275,278,54.0%,
2013-14,43,69625,6072177,Santa Clara,Oak Grove Elementary,Bernal Intermediate,N,,,7,8,799,174,178,22.3%,219,223,27.9%,
2013-14,43,69625,6088306,Santa Clara,Oak Grove Elementary,Oak Ridge Elementary,N,,,K,6,506,114,116,22.9%,142,143,28.3%,
2013-14,43,69625,6093066,Santa Clara,Oak Grove Elementary,Parkview Elementary,N,,,K,6,635,200,201,31.7%,285,286,45.0%,
2013-14,43,69625,6095400,Santa Clara,Oak Grove Elementary,Baldwin (Julia) Elementary,N,,,K,6,368,144,144,39.1%,181,181,49.2%,
2013-14,43,69625,6097430,Santa Clara,Oak Grove Elementary,Taylor (Bertha) Elementary,N,,,K,6,675,76,78,11.6%,111,113,16.7%,
2013-14,43,69625,6099451,Santa Clara,Oak Grove Elementary,Hayes Elementary,N,,,K,6,525,186,188,35.8%,228,230,43.8%,
2013-14,43,69625,6116081,Santa Clara,Oak Grove Elementary,Ledesma (Rita) Elementary,N,,,K,6,515,90,90,17.5%,120,120,23.3%,
2013-14,43,69625,6117014,Santa Clara,Oak Grove Elementary,The Academy,N,,,5,8,16,12,12,75.0%,13,13,81.3%,
2013-14,43,69633,6048185,Santa Clara,Orchard Elementary,Orchard Elementary,N,,,K,8,875,340,341,39.0%,457,458,52.3%,
2013-14,43,69641,0000001,Santa Clara,Palo Alto Unified,"Nonpublic, Nonsectarian Schools",N,,,,,41,1,1,2.4%,1,1,2.4%,
2013-14,43,69641,4332904,Santa Clara,Palo Alto Unified,Henry M. Gunn High,N,,,9,12,"1,904",110,111,5.8%,137,138,7.2%,
2013-14,43,69641,4335782,Santa Clara,Palo Alto Unified,Palo Alto High,N,,,9,12,"1,944",97,97,5.0%,138,138,7.1%,
2013-14,43,69641,6048193,Santa Clara,Palo Alto Unified,Addison Elementary,N,,,K,5,479,37,37,7.7%,55,55,11.5%,
2013-14,43,69641,6048201,Santa Clara,Palo Alto Unified,Herbert Hoover Elementary,N,,,K,5,414,16,16,3.9%,22,22,5.3%,
2013-14,43,69641,6048235,Santa Clara,Palo Alto Unified,El Carmelo Elementary,N,,,K,5,417,35,35,8.4%,54,54,12.9%,
2013-14,43,69641,6048243,Santa Clara,Palo Alto Unified,Ohlone Elementary,N,,,K,5,602,9,9,1.5%,19,19,3.2%,
2013-14,43,69641,6048250,Santa Clara,Palo Alto Unified,Escondido Elementary,N,,,K,5,587,54,55,9.4%,76,76,12.9%,
2013-14,43,69641,6048268,Santa Clara,Palo Alto Unified,Fairmeadow Elementary,N,,,K,5,551,30,33,6.0%,34,37,6.7%,
2013-14,43,69641,6048292,Santa Clara,Palo Alto Unified,Duveneck Elementary,N,,,K,5,492,22,22,4.5%,29,29,5.9%,
2013-14,43,69641,6048300,Santa Clara,Palo Alto Unified,Greendell ,N,,,K,5,95,3,3,3.2%,3,3,3.2%,
2013-14,43,69641,6048326,Santa Clara,Palo Alto Unified,Juana Briones Elementary,N,,,K,5,370,45,45,12.2%,58,58,15.7%,
2013-14,43,69641,6048359,Santa Clara,Palo Alto Unified,Palo Verde Elementary,N,,,K,5,415,13,13,3.1%,19,19,4.6%,
2013-14,43,69641,6048375,Santa Clara,Palo Alto Unified,Packard Children's Hospital/Stanford,N,,,K,12,38,0,0,0.0%,0,0,0.0%,
2013-14,43,69641,6048409,Santa Clara,Palo Alto Unified,Walter Hays Elementary,N,,,K,5,539,31,31,5.8%,42,42,7.8%,
2013-14,43,69641,6060065,Santa Clara,Palo Alto Unified,David Starr Jordan Middle,N,,,6,8,"1,027",64,64,6.2%,81,81,7.9%,
2013-14,43,69641,6060081,Santa Clara,Palo Alto Unified,Jane Lathrop Stanford Middle,N,,,6,8,"1,013",54,54,5.3%,83,83,8.2%,
2013-14,43,69641,6068241,Santa Clara,Palo Alto Unified,Lucille M. Nixon Elementary,N,,,K,5,477,27,27,5.7%,39,39,8.2%,
2013-14,43,69641,6115562,Santa Clara,Palo Alto Unified,Barron Park Elementary,N,,,K,5,346,71,71,20.5%,92,92,26.6%,
2013-14,43,69641,6118707,Santa Clara,Palo Alto Unified,Terman Middle,N,,,6,8,715,61,61,8.5%,77,77,10.8%,
2013-14,43,69666,0000001,Santa Clara,San Jose Unified,"Nonpublic, Nonsectarian Schools",N,,,,,52,4,5,9.6%,4,5,9.6%,
2013-14,43,69666,0106823,Santa Clara,San Jose Unified,Lincoln Plus High,N,,,10,12,40,13,14,35.0%,18,19,47.5%,
2013-14,43,69666,0124065,Santa Clara,San Jose Unified,Sunrise Middle,N,1290,Directly funded,6,8,155,137,138,89.0%,148,149,96.1%,
2013-14,43,69666,4330080,Santa Clara,San Jose Unified,Gunderson High,N,,,9,12,"1,165",509,511,43.9%,607,609,52.3%,
2013-14,43,69666,4330411,Santa Clara,San Jose Unified,Community Career Academy (Continuation),N,,,9,12,13,7,7,53.8%,9,9,69.2%,
2013-14,43,69666,4330429,Santa Clara,San Jose Unified,Gunderson Plus (Continuation),N,,,9,12,40,20,20,50.0%,23,23,57.5%,
2013-14,43,69666,4330445,Santa Clara,San Jose Unified,Willow Glen Plus (Continuation),N,,,9,12,39,21,21,53.8%,21,21,53.8%,
2013-14,43,69666,4330452,Santa Clara,San Jose Unified,Pioneer Plus (Continuation),N,,,9,12,40,14,15,37.5%,19,19,47.5%,
2013-14,43,69666,4330460,Santa Clara,San Jose Unified,Leland Plus (Continuation),N,,,9,12,35,11,11,31.4%,12,12,34.3%,
2013-14,43,69666,4330478,Santa Clara,San Jose Unified,San Jose High Academy Plus,N,,,9,12,37,20,20,54.1%,23,23,62.2%,
2013-14,43,69666,4330502,Santa Clara,San Jose Unified,Liberty High (Alternative),N,,,6,12,316,104,109,34.5%,109,114,36.1%,
2013-14,43,69666,4330585,Santa Clara,San Jose Unified,Downtown College Preparatory,N,0287,Directly funded,9,12,430,287,287,66.7%,347,347,80.7%,
2013-14,43,69666,4330593,Santa Clara,San Jose Unified,Middle College High,N,,,10,12,31,8,8,25.8%,10,10,32.3%,
2013-14,43,69666,4330734,Santa Clara,San Jose Unified,San Jose Community High,N,,,9,12,28,21,22,78.6%,23,24,85.7%,
2013-14,43,69666,4332110,Santa Clara,San Jose Unified,Broadway High,N,,,9,12,258,136,139,53.9%,150,153,59.3%,
2013-14,43,69666,4333522,Santa Clara,San Jose Unified,Leland High,N,,,9,12,"1,754",106,107,6.1%,140,141,8.0%,
2013-14,43,69666,4333795,Santa Clara,San Jose Unified,Abraham Lincoln High,N,,,9,12,"1,826",808,814,44.6%,992,998,54.7%,
2013-14,43,69666,4335949,Santa Clara,San Jose Unified,Pioneer High,N,,,9,12,"1,563",330,330,21.1%,414,414,26.5%,
2013-14,43,69666,4337200,Santa Clara,San Jose Unified,San JosŽ High,N,,,9,12,"1,126",642,646,57.4%,748,752,66.8%,
2013-14,43,69666,4338950,Santa Clara,San Jose Unified,Willow Glen High,N,,,9,12,"1,659",518,519,31.3%,615,616,37.1%,
2013-14,43,69666,6048417,Santa Clara,San Jose Unified,Allen at Steinbeck,N,,,K,8,770,345,347,45.1%,417,419,54.4%,
2013-14,43,69666,6048425,Santa Clara,San Jose Unified,Almaden Elementary,N,,,K,5,401,269,270,67.3%,304,305,76.1%,
2013-14,43,69666,6048433,Santa Clara,San Jose Unified,Anne Darling Elementary,N,,,K,5,467,329,329,70.4%,379,379,81.2%,
2013-14,43,69666,6048474,Santa Clara,San Jose Unified,Booksin Elementary,N,,,K,5,794,65,66,8.3%,93,93,11.7%,
2013-14,43,69666,6048490,Santa Clara,San Jose Unified,Canoas Elementary,N,,,K,5,383,224,225,58.7%,264,265,69.2%,
2013-14,43,69666,6048516,Santa Clara,San Jose Unified,Empire Gardens Elementary,N,,,K,5,454,345,346,76.2%,387,388,85.5%,
2013-14,43,69666,6048532,Santa Clara,San Jose Unified,Gardner Elementary,N,,,K,5,508,361,363,71.5%,393,394,77.6%,
2013-14,43,69666,6048540,Santa Clara,San Jose Unified,Grant Elementary,N,,,K,5,610,429,432,70.8%,490,493,80.8%,
2013-14,43,69666,6048565,Santa Clara,San Jose Unified,Hammer Montessori at Galarza Elementary,N,,,K,5,308,51,51,16.6%,72,72,23.4%,
2013-14,43,69666,6048599,Santa Clara,San Jose Unified,Horace Mann Elementary,N,,,K,5,576,380,383,66.5%,436,438,76.0%,
2013-14,43,69666,6048649,Santa Clara,San Jose Unified,Lowell Elementary,N,,,K,5,429,309,310,72.3%,357,358,83.4%,
2013-14,43,69666,6048656,Santa Clara,San Jose Unified,Merritt Trace Elementary,N,,,K,5,"1,002",512,516,51.5%,577,581,58.0%,
2013-14,43,69666,6048664,Santa Clara,San Jose Unified,Reed Elementary,N,,,K,5,533,114,114,21.4%,142,142,26.6%,
2013-14,43,69666,6048672,Santa Clara,San Jose Unified,River Glen,N,,,K,8,531,161,161,30.3%,222,222,41.8%,
2013-14,43,69666,6048680,Santa Clara,San Jose Unified,Schallenberger Elementary,N,,,K,5,556,117,117,21.0%,141,141,25.4%,
2013-14,43,69666,6048698,Santa Clara,San Jose Unified,Selma Olinder Elementary,N,,,K,5,467,337,338,72.4%,386,387,82.9%,
2013-14,43,69666,6048706,Santa Clara,San Jose Unified,Simonds Elementary,N,,,K,5,721,22,22,3.1%,24,24,3.3%,
2013-14,43,69666,6048714,Santa Clara,San Jose Unified,Terrell Elementary,N,,,K,5,514,205,205,39.9%,250,250,48.6%,
2013-14,43,69666,6048722,Santa Clara,San Jose Unified,Hacienda Science/Environmental Magnet,N,,,K,5,707,116,116,16.4%,171,171,24.2%,
2013-14,43,69666,6048730,Santa Clara,San Jose Unified,Walter L. Bachrodt Elementary,N,0980,Locally funded,K,5,668,349,351,52.5%,407,409,61.2%,
2013-14,43,69666,6048748,Santa Clara,San Jose Unified,Washington Elementary,N,,,K,5,498,398,406,81.5%,443,451,90.6%,
2013-14,43,69666,6048755,Santa Clara,San Jose Unified,Williams Elementary,N,,,K,5,700,16,16,2.3%,21,21,3.0%,
2013-14,43,69666,6048763,Santa Clara,San Jose Unified,Willow Glen Elementary,N,,,K,5,765,215,219,28.6%,269,271,35.4%,
2013-14,43,69666,6060099,Santa Clara,San Jose Unified,Bret Harte Middle,N,,,6,8,"1,219",122,122,10.0%,139,139,11.4%,
2013-14,43,69666,6060107,Santa Clara,San Jose Unified,Willow Glen Middle,N,,,6,8,"1,231",393,394,32.0%,468,469,38.1%,
2013-14,43,69666,6060115,Santa Clara,San Jose Unified,John Muir Middle,N,,,6,8,"1,174",446,449,38.2%,536,539,45.9%,
2013-14,43,69666,6062103,Santa Clara,San Jose Unified,Peter Burnett Middle,N,,,6,8,896,583,586,65.4%,670,673,75.1%,
2013-14,43,69666,6062111,Santa Clara,San Jose Unified,Herbert Hoover Middle,N,,,6,8,"1,080",658,660,61.1%,753,754,69.8%,
2013-14,43,69666,6093074,Santa Clara,San Jose Unified,Los Alamitos Elementary,N,,,K,5,693,39,39,5.6%,52,52,7.5%,
2013-14,43,69666,6093082,Santa Clara,San Jose Unified,Graystone Elementary,N,,,K,5,716,46,47,6.6%,62,62,8.7%,
2013-14,43,69666,6093090,Santa Clara,San Jose Unified,Rachel Carson Elementary,N,,,K,5,413,110,110,26.6%,147,147,35.6%,
2013-14,43,69666,6095418,Santa Clara,San Jose Unified,Castillero Middle,N,,,6,8,"1,237",358,360,29.1%,416,418,33.8%,
2013-14,43,69666,6119010,Santa Clara,San Jose Unified,Ernesto Galarza Elementary,N,,,K,5,520,351,351,67.5%,402,402,77.3%,
2013-14,43,69666,6121073,Santa Clara,San Jose Unified,San Jose Community Middle,N,,,6,8,4,2,2,50.0%,3,3,75.0%,
2013-14,43,69674,0000001,Santa Clara,Santa Clara Unified,"Nonpublic, Nonsectarian Schools",N,,,,,13,2,2,15.4%,2,2,15.4%,
2013-14,43,69674,0110700,Santa Clara,Santa Clara Unified,Don Callejon,N,,,K,8,"1,002",301,303,30.2%,361,361,36.0%,
2013-14,43,69674,0125443,Santa Clara,Santa Clara Unified,Santa Clara Community Day,N,,,6,12,21,18,18,85.7%,18,18,85.7%,
2013-14,43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High,N,,,9,12,"1,830",636,639,34.9%,834,835,45.6%,
2013-14,43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Alternative,N,,,K,12,296,144,148,50.0%,167,171,57.8%,
2013-14,43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,N,,,9,12,150,93,94,62.7%,108,109,72.7%,
2013-14,43,69674,4338802,Santa Clara,Santa Clara Unified,Adrian Wilcox High,N,,,9,12,"1,916",715,716,37.4%,899,899,46.9%,
2013-14,43,69674,6048797,Santa Clara,Santa Clara Unified,Bowers Elementary,N,,,K,5,359,182,182,50.7%,230,230,64.1%,
