year,county_code,district_code,school_code,county_name,district_name,school_name,NSLP,charter_school_number,charter_type,grade_low,grade_high,enrollment_k_12,free_meal_count_unadjusted,free_meal_count_adjusted,free_meal_count_adjusted_percent,frpm_count_unadjusted,frpm_count_adjusted,frpm_count_adjusted_percent,
2013-14,30,66621,3035748,Orange,Orange Unified,Richland Continuation High,N,,,K,12,295,175,179,60.7%,186,187,63.4%,
2013-14,30,66621,3038098,Orange,Orange Unified,Villa Park High,N,,,9,12,"2,483",618,621,25.0%,716,719,29.0%,
2013-14,30,66621,6029748,Orange,Orange Unified,California Elementary,N,,,K,6,685,598,600,87.6%,631,632,92.3%,
2013-14,30,66621,6029755,Orange,Orange Unified,Cambridge Elementary,N,,,K,6,521,387,388,74.5%,411,412,79.1%,
2013-14,30,66621,6029763,Orange,Orange Unified,Crescent Elementary,N,,,K,6,786,106,110,14.0%,130,134,17.0%,
2013-14,30,66621,6029771,Orange,Orange Unified,Esplanade Elementary,N,,,K,6,450,387,387,86.0%,412,412,91.6%,
2013-14,30,66621,6029789,Orange,Orange Unified,Fairhaven Elementary,N,,,K,6,591,460,460,77.8%,504,504,85.3%,
2013-14,30,66621,6029797,Orange,Orange Unified,Fletcher Elementary,N,,,K,6,323,146,147,45.5%,172,173,53.6%,
2013-14,30,66621,6029805,Orange,Orange Unified,Handy Elementary,N,,,K,6,551,470,470,85.3%,502,502,91.1%,
2013-14,30,66621,6029821,Orange,Orange Unified,Jordan Elementary,N,,,K,6,451,391,392,86.9%,415,416,92.2%,
2013-14,30,66621,6029854,Orange,Orange Unified,Lampson Elementary,N,,,K,5,818,636,636,77.8%,716,716,87.5%,
2013-14,30,66621,6029862,Orange,Orange Unified,La Veta Elementary,N,,,K,6,839,394,396,47.2%,456,458,54.6%,
2013-14,30,66621,6029870,Orange,Orange Unified,Olive Elementary,N,,,K,6,531,242,243,45.8%,308,309,58.2%,
2013-14,30,66621,6029888,Orange,Orange Unified,Palmyra Elementary,N,,,K,6,515,364,364,70.7%,402,402,78.1%,
2013-14,30,66621,6029896,Orange,Orange Unified,Panorama Elementary,N,,,K,6,397,47,47,11.8%,67,67,16.9%,
2013-14,30,66621,6029912,Orange,Orange Unified,Prospect Elementary,N,,,K,6,458,346,347,75.8%,387,388,84.7%,
2013-14,30,66621,6029920,Orange,Orange Unified,Canyon Hills,N,,,K,12,153,52,53,34.6%,60,61,39.9%,
2013-14,30,66621,6029938,Orange,Orange Unified,Serrano Elementary,N,,,K,6,584,91,93,15.9%,121,123,21.1%,
2013-14,30,66621,6029953,Orange,Orange Unified,Sycamore Elementary,N,,,K,6,417,296,296,71.0%,335,335,80.3%,
2013-14,30,66621,6029961,Orange,Orange Unified,Taft Elementary,N,,,K,6,558,456,456,81.7%,483,483,86.6%,
2013-14,30,66621,6029979,Orange,Orange Unified,Villa Park Elementary,N,,,K,6,683,74,76,11.1%,90,92,13.5%,
2013-14,30,66621,6029987,Orange,Orange Unified,West Orange Elementary,N,,,K,6,507,335,337,66.5%,387,388,76.5%,
2013-14,30,66621,6058937,Orange,Orange Unified,Cerro Villa Middle,N,,,7,8,"1,098",317,320,29.1%,371,373,34.0%,
2013-14,30,66621,6058945,Orange,Orange Unified,McPherson Magnet,N,,,K,8,913,128,132,14.5%,184,188,20.6%,
2013-14,30,66621,6061725,Orange,Orange Unified,Portola Middle,N,,,6,8,755,582,583,77.2%,652,652,86.4%,
2013-14,30,66621,6061733,Orange,Orange Unified,Yorba Middle,N,,,6,8,656,505,505,77.0%,547,547,83.4%,
2013-14,30,66621,6071112,Orange,Orange Unified,Linda Vista Elementary,N,,,K,6,503,75,77,15.3%,96,98,19.5%,
2013-14,30,66621,6071120,Orange,Orange Unified,Nohl Canyon Elementary,N,,,K,6,561,27,28,5.0%,40,41,7.3%,
2013-14,30,66621,6085328,Orange,Orange Unified,Santiago Middle,N,0066,Directly funded,7,8,998,479,480,48.1%,570,571,57.2%,
2013-14,30,66621,6094874,Orange,Orange Unified,El Rancho Charter,N,0445,Locally funded,7,8,"1,191",123,124,10.4%,156,157,13.2%,
2013-14,30,66621,6096333,Orange,Orange Unified,Imperial Elementary,N,,,K,6,486,39,39,8.0%,55,55,11.3%,
2013-14,30,66621,6097364,Orange,Orange Unified,Anaheim Hills Elementary,N,,,K,6,526,17,20,3.8%,24,25,4.8%,
2013-14,30,66621,6107767,Orange,Orange Unified,Chapman Hills Elementary,N,,,K,6,461,57,57,12.4%,76,76,16.5%,
2013-14,30,66621,6114565,Orange,Orange Unified,Canyon Rim Elementary,N,,,K,6,722,68,68,9.4%,85,85,11.8%,
2013-14,30,66621,6116586,Orange,Orange Unified,Running Springs Elementary,N,,,K,6,723,52,52,7.2%,63,63,8.7%,
2013-14,30,66647,0000001,Orange,Placentia-Yorba Linda Unified,"Nonpublic, Nonsectarian Schools",N,,,,,17,0,3,17.6%,0,3,17.6%,
2013-14,30,66647,0102897,Orange,Placentia-Yorba Linda Unified,Melrose Elementary,N,,,K,5,643,582,583,90.7%,636,636,98.9%,
2013-14,30,66647,0109678,Orange,Placentia-Yorba Linda Unified,Lakeview Elementary,N,,,K,5,512,26,27,5.3%,36,36,7.0%,
2013-14,30,66647,0116525,Orange,Placentia-Yorba Linda Unified,Valadez Middle School Academy,N,,,6,8,681,540,541,79.4%,656,656,96.3%,
2013-14,30,66647,0119404,Orange,Placentia-Yorba Linda Unified,Yorba Linda High,N,,,9,12,"1,750",105,105,6.0%,155,155,8.9%,
2013-14,30,66647,3030053,Orange,Placentia-Yorba Linda Unified,Esperanza High,N,,,9,12,"1,853",250,254,13.7%,385,386,20.8%,
2013-14,30,66647,3030483,Orange,Placentia-Yorba Linda Unified,La Entrada High,N,,,9,12,75,7,8,10.7%,7,8,10.7%,
2013-14,30,66647,3031929,Orange,Placentia-Yorba Linda Unified,El Dorado High,N,,,9,12,"1,922",311,316,16.4%,431,432,22.5%,
2013-14,30,66647,3031945,Orange,Placentia-Yorba Linda Unified,El Camino Real Continuation High,N,,,9,12,214,98,98,45.8%,124,124,57.9%,
2013-14,30,66647,3038023,Orange,Placentia-Yorba Linda Unified,Valencia High,N,,,9,12,"2,690","1,152","1,153",42.9%,"1,495","1,496",55.6%,
2013-14,30,66647,6029995,Orange,Placentia-Yorba Linda Unified,Brookhaven Elementary,N,,,K,6,567,54,56,9.9%,69,71,12.5%,
2013-14,30,66647,6030001,Orange,Placentia-Yorba Linda Unified,Charles Wagner Elementary,N,,,K,6,499,100,101,20.2%,115,116,23.2%,
2013-14,30,66647,6030019,Orange,Placentia-Yorba Linda Unified,Col. J. K. Tuffree Middle,N,,,7,8,743,178,179,24.1%,235,236,31.8%,
2013-14,30,66647,6030027,Orange,Placentia-Yorba Linda Unified,Glenknoll Elementary,N,,,K,6,507,61,63,12.4%,83,85,16.8%,
2013-14,30,66647,6030035,Orange,Placentia-Yorba Linda Unified,Golden Elementary,N,,,K,6,792,49,49,6.2%,72,72,9.1%,
2013-14,30,66647,6030043,Orange,Placentia-Yorba Linda Unified,Kraemer Middle,N,,,7,8,956,369,369,38.6%,476,476,49.8%,
2013-14,30,66647,6030050,Orange,Placentia-Yorba Linda Unified,Morse Avenue Elementary,N,,,K,6,448,222,222,49.6%,279,279,62.3%,
2013-14,30,66647,6030076,Orange,Placentia-Yorba Linda Unified,Rio Vista Elementary,N,,,K,5,893,659,661,74.0%,788,788,88.2%,
2013-14,30,66647,6030084,Orange,Placentia-Yorba Linda Unified,Ruby Drive Elementary,N,,,K,6,447,349,349,78.1%,410,410,91.7%,
2013-14,30,66647,6030092,Orange,Placentia-Yorba Linda Unified,Sierra Vista Elementary,N,,,K,6,500,85,85,17.0%,117,117,23.4%,
2013-14,30,66647,6030100,Orange,Placentia-Yorba Linda Unified,Van Buren Elementary,N,,,K,6,684,115,119,17.4%,164,167,24.4%,
2013-14,30,66647,6030936,Orange,Placentia-Yorba Linda Unified,Mabel M. Paine Elementary,N,,,K,5,441,83,85,19.3%,115,117,26.5%,
2013-14,30,66647,6030951,Orange,Placentia-Yorba Linda Unified,Rose Drive Elementary,N,,,K,5,431,62,63,14.6%,84,85,19.7%,
2013-14,30,66647,6030969,Orange,Placentia-Yorba Linda Unified,Yorba Linda Middle,N,,,6,8,902,112,114,12.6%,151,152,16.9%,
2013-14,30,66647,6068621,Orange,Placentia-Yorba Linda Unified,Bernardo Yorba Middle,N,,,7,8,696,99,102,14.7%,161,162,23.3%,
2013-14,30,66647,6071146,Orange,Placentia-Yorba Linda Unified,Fairmont Elementary,N,,,K,6,929,53,53,5.7%,73,73,7.9%,
2013-14,30,66647,6085633,Orange,Placentia-Yorba Linda Unified,Topaz Elementary,N,,,K,6,567,463,465,82.0%,525,526,92.8%,
2013-14,30,66647,6085641,Orange,Placentia-Yorba Linda Unified,Glenview Elementary,N,,,K,6,428,139,140,32.7%,201,202,47.2%,
2013-14,30,66647,6089478,Orange,Placentia-Yorba Linda Unified,George Key,N,,,K,6,62,13,13,21.0%,16,16,25.8%,
2013-14,30,66647,6095160,Orange,Placentia-Yorba Linda Unified,Linda Vista Elementary,N,,,K,5,485,35,37,7.6%,44,46,9.5%,
2013-14,30,66647,6097000,Orange,Placentia-Yorba Linda Unified,Woodsboro Elementary,N,,,K,6,546,106,108,19.8%,141,142,26.0%,
2013-14,30,66647,6097018,Orange,Placentia-Yorba Linda Unified,John O. Tynes Elementary,N,,,K,6,800,481,481,60.1%,557,557,69.6%,
2013-14,30,66647,6106009,Orange,Placentia-Yorba Linda Unified,Travis Ranch,N,,,K,8,"1,368",96,99,7.2%,129,131,9.6%,
2013-14,30,66647,6109102,Orange,Placentia-Yorba Linda Unified,Bryant Ranch Elementary,N,,,K,5,576,47,53,9.2%,60,64,11.1%,
2013-14,30,66647,6119556,Orange,Placentia-Yorba Linda Unified,Parkview,N,,,K,12,219,13,13,5.9%,15,15,6.8%,
2013-14,30,66670,0000001,Orange,Santa Ana Unified,"Nonpublic, Nonsectarian Schools",N,,,,,22,4,4,18.2%,4,4,18.2%,
2013-14,30,66670,0101626,Orange,Santa Ana Unified,Edward B. Cole Academy,N,0578,Directly funded,K,5,378,340,342,90.5%,361,363,96.0%,
2013-14,30,66670,0106567,Orange,Santa Ana Unified,Nova Academy,N,0632,Directly funded,9,12,432,313,318,73.6%,376,378,87.5%,
2013-14,30,66670,0108365,Orange,Santa Ana Unified,Segerstrom High,Y,,,9,12,"2,532","1,519","1,526",60.3%,"1,989","1,993",78.7%,
2013-14,30,66670,0108373,Orange,Santa Ana Unified,Manuel Esqueda Elementary,Y,,,K,7,"1,191",995,996,83.6%,"1,121","1,122",94.2%,
2013-14,30,66670,0109066,Orange,Santa Ana Unified,Orange County Educational Arts Academy,N,0701,Directly funded,K,8,564,352,354,62.8%,434,435,77.1%,
2013-14,30,66670,0114736,Orange,Santa Ana Unified,Hector G. Godinez,Y,,,9,12,"2,615","1,951","1,957",74.8%,"2,322","2,324",88.9%,
2013-14,30,66670,0116582,Orange,Santa Ana Unified,Heroes Elementary,Y,,,K,5,717,670,673,93.9%,702,702,97.9%,
2013-14,30,66670,3030475,Orange,Santa Ana Unified,Cesar E. Chavez High,Y,,,9,12,289,243,245,84.8%,258,260,90.0%,
2013-14,30,66670,3030491,Orange,Santa Ana Unified,Century High,Y,,,9,12,"1,873","1,568","1,571",83.9%,"1,716","1,718",91.7%,
2013-14,30,66670,3030608,Orange,Santa Ana Unified,Middle College High,Y,,,9,12,319,212,213,66.8%,270,270,84.6%,
2013-14,30,66670,3030723,Orange,Santa Ana Unified,OCSA,N,0290,Directly funded,7,12,"1,915",205,205,10.7%,205,205,10.7%,
2013-14,30,66670,3034998,Orange,Santa Ana Unified,Lorin Griset Academy,Y,,,9,12,349,309,309,88.5%,324,324,92.8%,
2013-14,30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,Y,,,9,12,"1,810","1,398","1,403",77.5%,"1,586","1,589",87.8%,
2013-14,30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,Y,,,9,12,"2,838","2,431","2,432",85.7%,"2,641","2,641",93.1%,
2013-14,30,66670,3036456,Orange,Santa Ana Unified,Valley High,Y,,,9,12,"2,221","1,856","1,857",83.6%,"2,037","2,037",91.7%,
2013-14,30,66670,6030209,Orange,Santa Ana Unified,Adams Elementary,Y,,,K,5,522,446,446,85.4%,497,497,95.2%,
2013-14,30,66670,6030217,Orange,Santa Ana Unified,Andrew Jackson Elementary,Y,,,K,5,"1,126",977,980,87.0%,"1,079","1,079",95.8%,
2013-14,30,66670,6030225,Orange,Santa Ana Unified,Carl Harvey Elementary,Y,,,K,5,460,396,396,86.1%,445,445,96.7%,
2013-14,30,66670,6030233,Orange,Santa Ana Unified,Diamond Elementary,Y,,,K,5,583,517,517,88.7%,553,553,94.9%,
2013-14,30,66670,6030241,Orange,Santa Ana Unified,Thomas A. Edison Elementary,Y,,,K,5,586,528,528,90.1%,571,571,97.4%,
2013-14,30,66670,6030266,Orange,Santa Ana Unified,Fremont Elementary,Y,,,K,5,776,659,660,85.1%,740,741,95.5%,
2013-14,30,66670,6030274,Orange,Santa Ana Unified,Hoover Elementary,Y,,,K,5,449,370,370,82.4%,414,414,92.2%,
2013-14,30,66670,6030282,Orange,Santa Ana Unified,Jefferson Elementary,Y,,,K,6,897,620,621,69.2%,733,734,81.8%,
2013-14,30,66670,6030308,Orange,Santa Ana Unified,Abraham Lincoln Elementary,Y,,,K,5,"1,001",889,889,88.8%,954,954,95.3%,
2013-14,30,66670,6030316,Orange,Santa Ana Unified,Lowell Elementary,Y,,,K,5,900,813,816,90.7%,876,876,97.3%,
2013-14,30,66670,6030324,Orange,Santa Ana Unified,Madison Elementary,Y,,,K,6,"1,132","1,006","1,006",88.9%,"1,085","1,085",95.8%,
2013-14,30,66670,6030332,Orange,Santa Ana Unified,Martin Elementary,Y,,,K,5,750,625,627,83.6%,715,717,95.6%,
2013-14,30,66670,6030357,Orange,Santa Ana Unified,Monroe Elementary,Y,,,K,5,460,385,385,83.7%,434,434,94.3%,
2013-14,30,66670,6030365,Orange,Santa Ana Unified,Monte Vista Elementary,Y,,,K,5,653,625,625,95.7%,645,645,98.8%,
2013-14,30,66670,6030399,Orange,Santa Ana Unified,Theodore Roosevelt Elementary,Y,,,K,5,808,733,736,91.1%,780,781,96.7%,
2013-14,30,66670,6030407,Orange,Santa Ana Unified,Santiago Elementary,Y,,,K,8,"1,243",777,777,62.5%,927,927,74.6%,
2013-14,30,66670,6030415,Orange,Santa Ana Unified,Sierra Preparatory Academy,Y,,,6,8,958,850,853,89.0%,925,927,96.8%,
2013-14,30,66670,6030431,Orange,Santa Ana Unified,Washington Elementary,Y,,,K,5,958,812,812,84.8%,913,913,95.3%,
2013-14,30,66670,6030449,Orange,Santa Ana Unified,Wilson Elementary,Y,,,K,5,725,686,686,94.6%,703,703,97.0%,
2013-14,30,66670,6058978,Orange,Santa Ana Unified,Julia C. Lathrop Intermediate,Y,,,6,8,"1,094","1,012","1,012",92.5%,"1,078","1,078",98.5%,
2013-14,30,66670,6058986,Orange,Santa Ana Unified,Gerald P. Carr Intermediate,Y,,,6,8,"1,619","1,452","1,453",89.7%,"1,556","1,556",96.1%,
2013-14,30,66670,6061741,Orange,Santa Ana Unified,McFadden Intermediate,Y,,,6,8,"1,456","1,149","1,151",79.1%,"1,324","1,325",91.0%,
2013-14,30,66670,6061758,Orange,Santa Ana Unified,Willard Intermediate,Y,,,5,8,904,852,853,94.4%,893,893,98.8%,
2013-14,30,66670,6071195,Orange,Santa Ana Unified,Taft Elementary,Y,,,K,6,643,463,468,72.8%,542,546,84.9%,
2013-14,30,66670,6094684,Orange,Santa Ana Unified,Spurgeon Intermediate,Y,,,5,8,935,839,839,89.7%,894,894,95.6%,
2013-14,30,66670,6095152,Orange,Santa Ana Unified,Franklin Elementary,Y,,,K,5,489,436,436,89.2%,476,476,97.3%,
2013-14,30,66670,6098552,Orange,Santa Ana Unified,John Muir Fundamental Elementary,Y,,,K,5,"1,064",594,596,56.0%,770,770,72.4%,
2013-14,30,66670,6099816,Orange,Santa Ana Unified,Greenville Fundamental Elementary,Y,,,K,5,"1,080",560,565,52.3%,758,761,70.5%,
2013-14,30,66670,6102826,Orange,Santa Ana Unified,Douglas MacArthur Fundamental Intermediate,Y,,,6,8,"1,259",690,695,55.2%,938,940,74.7%,
2013-14,30,66670,6102875,Orange,Santa Ana Unified,Frederick Remington Elementary,Y,,,K,5,350,300,300,85.7%,334,334,95.4%,
2013-14,30,66670,6106165,Orange,Santa Ana Unified,Jose Sepulveda Elementary,Y,,,K,5,482,403,404,83.8%,444,444,92.1%,
2013-14,30,66670,6107692,Orange,Santa Ana Unified,John F. Kennedy Elementary,Y,,,K,5,833,773,776,93.2%,818,819,98.3%,
2013-14,30,66670,6108484,Orange,Santa Ana Unified,Garfield Elementary,Y,,,K,5,747,687,687,92.0%,728,728,97.5%,
2013-14,30,66670,6109904,Orange,Santa Ana Unified,Pio Pico Elementary,Y,,,K,5,634,584,584,92.1%,622,622,98.1%,
2013-14,30,66670,6110175,Orange,Santa Ana Unified,George Washington Carver Elementary,Y,,,K,3,646,575,577,89.3%,627,628,97.2%,
2013-14,30,66670,6110183,Orange,Santa Ana Unified,Martin R. Heninger Elementary,Y,,,K,5,"1,065",969,969,91.0%,"1,030","1,030",96.7%,
2013-14,30,66670,6111298,Orange,Santa Ana Unified,Walker Elementary,Y,,,K,5,549,466,468,85.2%,514,516,94.0%,
2013-14,30,66670,6113377,Orange,Santa Ana Unified,Martin Luther King Jr. Elementary,Y,,,K,5,831,766,771,92.8%,814,818,98.4%,
2013-14,30,66670,6114631,Orange,Santa Ana Unified,Wallace R. Davis Elementary,Y,,,K,5,747,691,691,92.5%,737,737,98.7%,
2013-14,30,66670,6115133,Orange,Santa Ana Unified,Community Day Intermediate and High,Y,,,7,12,88,80,80,90.9%,85,85,96.6%,
2013-14,30,66670,6115588,Orange,Santa Ana Unified,Raymond A. Villa Fundamental Intermediate,Y,,,6,8,"1,395","1,195","1,198",85.9%,"1,331","1,331",95.4%,
2013-14,30,66670,6115836,Orange,Santa Ana Unified,Lydia Romero-Cruz Elementary,Y,,,4,5,257,233,233,90.7%,252,252,98.1%,
2013-14,30,66670,6116917,Orange,Santa Ana Unified,Jim Thorpe Fundamental,Y,,,K,5,"1,070",612,613,57.3%,826,826,77.2%,
2013-14,30,66670,6117899,Orange,Santa Ana Unified,Gonzalo Felicitas Mendez Fundamental Intermediate,Y,,,5,8,"1,410","1,133","1,133",80.4%,"1,303","1,303",92.4%,
2013-14,30,66670,6119127,Orange,Santa Ana Unified,El Sol Santa Ana Science and Arts Academy,N,0365,Directly funded,K,6,800,506,508,63.5%,584,586,73.3%,
2013-14,30,66696,0000001,Orange,Savanna Elementary,"Nonpublic, Nonsectarian Schools",N,,,,,8,2,2,25.0%,2,2,25.0%,
2013-14,30,66696,6030456,Orange,Savanna Elementary,Cerritos Elementary,N,,,K,6,509,193,194,38.1%,271,271,53.2%,
2013-14,30,66696,6030464,Orange,Savanna Elementary,Hansen Elementary,N,,,K,6,759,525,526,69.3%,604,604,79.6%,
2013-14,30,66696,6030472,Orange,Savanna Elementary,Holder Elementary,N,,,K,6,491,282,283,57.6%,353,353,71.9%,
2013-14,30,66696,6030506,Orange,Savanna Elementary,Twila Reid Elementary,N,,,K,6,666,411,412,61.9%,498,498,74.8%,
2013-14,30,66746,0000001,Orange,Westminster,"Nonpublic, Nonsectarian Schools",N,,,,,11,1,1,9.1%,1,1,9.1%,
2013-14,30,66746,0119925,Orange,Westminster,Ada Clegg Elementary,N,,,K,5,560,215,215,38.4%,274,274,48.9%,
2013-14,30,66746,6030712,Orange,Westminster,Helen Stacey Middle,N,,,6,8,902,425,427,47.3%,537,538,59.6%,
2013-14,30,66746,6030720,Orange,Westminster,Schroeder Elementary,N,,,K,6,637,172,176,27.6%,206,208,32.7%,
2013-14,30,66746,6030738,Orange,Westminster,Demille Elementary,N,,,K,6,462,349,351,76.0%,389,390,84.4%,
2013-14,30,66746,6030753,Orange,Westminster,Finley Elementary,N,,,K,5,418,314,314,75.1%,381,381,91.1%,
2013-14,30,66746,6030761,Orange,Westminster,Eastwood Elementary,N,,,K,6,546,103,108,19.8%,143,145,26.6%,
2013-14,30,66746,6030787,Orange,Westminster,Fryberger Elementary,N,,,K,5,446,269,271,60.8%,332,333,74.7%,
2013-14,30,66746,6030795,Orange,Westminster,Anderson Elementary,N,,,K,6,665,466,466,70.1%,566,566,85.1%,
2013-14,30,66746,6030811,Orange,Westminster,Meairs Elementary,N,,,K,5,656,451,458,69.8%,540,543,82.8%,
2013-14,30,66746,6030829,Orange,Westminster,Jessie Hayden Elementary,N,,,K,5,884,528,531,60.1%,658,659,74.5%,
2013-14,30,66746,6030837,Orange,Westminster,Webber Elementary,N,,,K,6,362,276,279,77.1%,313,314,86.7%,
2013-14,30,66746,6030852,Orange,Westminster,Willmore Elementary,N,,,K,5,354,290,290,81.9%,313,313,88.4%,
2013-14,30,66746,6030860,Orange,Westminster,Schmitt Elementary,N,,,K,5,538,398,398,74.0%,470,470,87.4%,
2013-14,30,66746,6030878,Orange,Westminster,Johnson Middle,N,,,6,8,756,496,497,65.7%,600,600,79.4%,
2013-14,30,66746,6030886,Orange,Westminster,Sequoia Elementary,N,,,K,6,429,194,199,46.4%,244,248,57.8%,
2013-14,30,66746,6030928,Orange,Westminster,Warner Middle,N,,,6,8,"1,094",710,716,65.4%,869,870,79.5%,
2013-14,30,73635,0000001,Orange,Saddleback Valley Unified,"Nonpublic, Nonsectarian Schools",N,,,,,21,0,0,0.0%,0,0,0.0%,
2013-14,30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,N,,,9,12,"2,623",603,605,23.1%,761,763,29.1%,
2013-14,30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High,N,,,9,12,200,105,105,52.5%,122,122,61.0%,
2013-14,30,73635,3030244,Orange,Saddleback Valley Unified,Laguna Hills High,N,,,9,12,"1,709",455,455,26.6%,574,574,33.6%,
2013-14,30,73635,3030392,Orange,Saddleback Valley Unified,Trabuco Hills High,N,,,9,12,"3,053",428,429,14.1%,556,556,18.2%,
2013-14,30,73635,3030509,Orange,Saddleback Valley Unified,Mira Monte High (Alternative),N,,,9,12,55,8,8,14.5%,9,9,16.4%,
2013-14,30,73635,3034956,Orange,Saddleback Valley Unified,Mission Viejo High,N,,,9,12,"2,456",432,434,17.7%,527,529,21.5%,
2013-14,30,73635,6030142,Orange,Saddleback Valley Unified,La Paz Intermediate,N,,,7,8,969,182,183,18.9%,221,222,22.9%,
2013-14,30,73635,6030159,Orange,Saddleback Valley Unified,Linda Vista Elementary,N,,,K,6,423,285,285,67.4%,320,320,75.7%,
2013-14,30,73635,6030175,Orange,Saddleback Valley Unified,Olivewood Elementary,N,,,K,6,490,322,324,66.1%,386,387,79.0%,
2013-14,30,73635,6030183,Orange,Saddleback Valley Unified,Ralph A. Gates Elementary,N,0157,Locally funded,K,6,"1,024",565,566,55.3%,630,631,61.6%,
2013-14,30,73635,6030530,Orange,Saddleback Valley Unified,Trabuco Elementary,N,,,K,6,77,23,23,29.9%,28,28,36.4%,
2013-14,30,73635,6066872,Orange,Saddleback Valley Unified,Valencia Elementary,N,,,K,6,728,105,105,14.4%,128,128,17.6%,
2013-14,30,73635,6068639,Orange,Saddleback Valley Unified,Cordillera Elementary,N,,,K,6,664,173,174,26.2%,225,226,34.0%,
2013-14,30,73635,6071153,Orange,Saddleback Valley Unified,Del Cerro Elementary,N,,,K,6,544,113,114,21.0%,164,165,30.3%,
2013-14,30,73635,6071161,Orange,Saddleback Valley Unified,Los Alisos Intermediate,N,,,7,8,896,402,402,44.9%,492,492,54.9%,
2013-14,30,73635,6085336,Orange,Saddleback Valley Unified,De Portola Elementary,N,,,K,6,550,39,39,7.1%,54,54,9.8%,
2013-14,30,73635,6085351,Orange,Saddleback Valley Unified,Santiago Elementary,N,,,K,6,513,197,202,39.4%,239,244,47.6%,
2013-14,30,73635,6089494,Orange,Saddleback Valley Unified,Montevideo Elementary,N,,,K,6,523,102,104,19.9%,129,131,25.0%,
2013-14,30,73635,6089502,Orange,Saddleback Valley Unified,Glen Yermo Elementary,N,,,K,6,421,189,192,45.6%,243,245,58.2%,
2013-14,30,73635,6089510,Orange,Saddleback Valley Unified,Esperanza,N,,,7,12,115,27,27,23.5%,32,32,27.8%,
2013-14,30,73635,6094668,Orange,Saddleback Valley Unified,Lomarena Elementary,N,,,K,6,546,166,168,30.8%,193,194,35.5%,
2013-14,30,73635,6094676,Orange,Saddleback Valley Unified,San Joaquin Elementary,N,,,K,6,466,273,273,58.6%,319,319,68.5%,
2013-14,30,73635,6095145,Orange,Saddleback Valley Unified,Serrano Intermediate,N,,,7,8,"1,191",296,299,25.1%,375,377,31.7%,
2013-14,30,73635,6096044,Orange,Saddleback Valley Unified,Rancho Canada Elementary,N,,,K,6,685,138,139,20.3%,165,166,24.2%,
2013-14,30,73635,6097372,Orange,Saddleback Valley Unified,La Madera Elementary,N,,,K,6,632,133,134,21.2%,175,175,27.7%,
2013-14,30,73635,6101059,Orange,Saddleback Valley Unified,Del Lago Elementary,N,,,K,6,674,164,165,24.5%,217,218,32.3%,
2013-14,30,73635,6106926,Orange,Saddleback Valley Unified,Trabuco Mesa Elementary,N,,,P,6,612,76,77,12.6%,96,97,15.8%,
2013-14,30,73635,6109540,Orange,Saddleback Valley Unified,Cielo Vista Elementary,N,,,K,6,880,337,340,38.6%,416,417,47.4%,
2013-14,30,73635,6110845,Orange,Saddleback Valley Unified,Lake Forest Elementary,N,,,K,6,948,236,238,25.1%,306,308,32.5%,
2013-14,30,73635,6110936,Orange,Saddleback Valley Unified,Portola Hills Elementary,N,,,K,6,777,56,56,7.2%,66,66,8.5%,
